dataset,weight,config,search,N,D,Mcoef,nbits,k,ef,build_ms,memory_mb,avg_us,p50_us,p95_us,qps,batch_qps,recall_at_k,exact_avg_us,speedup_vs_exact,fftw
gaussian,identity,hybrid_m32_b64,hybrid,8192,256,32,64,10,80,40.391,2.313,27.208,27.425,28.961,36754.5,38138.5,0.006250,3833.519,140.90,0
gaussian,identity,hybrid_m32_b64,hybrid,8192,256,32,64,10,160,40.391,2.313,29.560,29.601,31.873,33829.2,33781.9,0.002083,3833.519,129.68,0
gaussian,identity,hybrid_m32_b64,hybrid,8192,256,32,64,10,8192,40.391,2.313,182.786,182.374,183.686,5470.9,5542.5,0.020833,3833.519,20.97,0
gaussian,matern,hybrid_m32_b64,hybrid,8192,256,32,64,10,10,40.391,2.313,27.992,28.033,30.977,35725.1,44753.3,0.000000,3828.334,136.77,0
gaussian,matern,hybrid_m32_b64,hybrid,8192,256,32,64,10,20,40.391,2.313,23.055,23.073,25.441,43373.7,43819.7,0.002083,3828.334,166.05,0
gaussian,matern,hybrid_m32_b64,hybrid,8192,256,32,64,10,40,40.391,2.313,24.494,24.257,27.105,40827.2,40345.1,0.002083,3828.334,156.30,0
gaussian,matern,hybrid_m32_b64,hybrid,8192,256,32,64,10,80,40.391,2.313,26.989,27.073,28.769,37052.3,38220.2,0.004167,3828.334,141.85,0
gaussian,matern,hybrid_m32_b64,hybrid,8192,256,32,64,10,160,40.391,2.313,29.415,29.409,31.681,33996.3,33883.4,0.002083,3828.334,130.15,0
gaussian,matern,hybrid_m32_b64,hybrid,8192,256,32,64,10,8192,40.391,2.313,182.197,181.862,183.558,5488.6,5491.9,0.000000,3828.334,21.01,0
gaussian,sobolev,hybrid_m32_b64,hybrid,8192,256,32,64,10,10,40.391,2.313,26.800,26.785,29.121,37314.1,45692.6,0.000000,3832.644,143.01,0
gaussian,sobolev,hybrid_m32_b64,hybrid,8192,256,32,64,10,20,40.391,2.313,23.371,23.393,24.897,42788.5,44101.9,0.002083,3832.644,163.99,0
gaussian,sobolev,hybrid_m32_b64,hybrid,8192,256,32,64,10,40,40.391,2.313,24.356,24.289,26.753,41057.4,41993.1,0.004167,3832.644,157.36,0
gaussian,sobolev,hybrid_m32_b64,hybrid,8192,256,32,64,10,80,40.391,2.313,26.467,26.433,28.641,37783.1,38609.8,0.006250,3832.644,144.81,0
gaussian,sobolev,hybrid_m32_b64,hybrid,8192,256,32,64,10,160,40.391,2.313,30.958,30.625,34.466,32301.5,32725.0,0.004167,3832.644,123.80,0
gaussian,sobolev,hybrid_m32_b64,hybrid,8192,256,32,64,10,8192,40.391,2.313,182.680,182.182,184.742,5474.1,5499.9,0.002083,3832.644,20.98,0
gaussian,identity,gray_m32_b32,gray,8192,256,32,32,10,10,22.965,1.157,4.414,4.352,5.025,226545.5,249825.6,0.004167,3833.519,868.47,0
gaussian,identity,gray_m32_b32,gray,8192,256,32,32,10,20,22.965,1.157,4.860,4.832,5.120,205754.3,216256.2,0.006250,3833.519,788.76,0
gaussian,identity,gray_m32_b32,gray,8192,256,32,32,10,40,22.965,1.157,5.834,5.856,6.272,171403.5,178799.6,0.002083,3833.519,657.08,0
gaussian,identity,gray_m32_b32,gray,8192,256,32,32,10,80,22.965,1.157,7.330,7.392,7.841,136421.0,142040.8,0.002083,3833.519,522.97,0
gaussian,identity,gray_m32_b32,gray,8192,256,32,32,10,160,22.965,1.157,10.425,10.208,11.136,95923.1,99295.0,0.006250,3833.519,367.72,0
gaussian,identity,gray_m32_b32,gray,8192,256,32,32,10,8192,22.965,1.157,180.178,180.070,181.222,5550.1,5561.3,0.020833,3833.519,21.28,0
gaussian,matern,gray_m32_b32,gray,8192,256,32,32,10,10,22.965,1.157,3.964,3.936,4.225,252262.5,268567.5,0.004167,3828.334,965.75,0
gaussian,matern,gray_m32_b32,gray,8192,256,32,32,10,20,22.965,1.157,4.616,4.512,4.704,216630.0,230265.5,0.006250,3828.334,829.33,0
gaussian,matern,gray_m32_b32,gray,8192,256,32,32,10,40,22.965,1.157,5.398,5.408,5.728,185270.2,191124.6,0.004167,3828.334,709.28,0
gaussian,matern,gray_m32_b32,gray,8192,256,32,32,10,80,22.965,1.157,6.892,6.913,7.328,145105.0,148715.9,0.004167,3828.334,555.51,0
gaussian,matern,gray_m32_b32,gray,8192,256,32,32,10,160,22.965,1.157,9.676,9.664,10.145,103352.3,104994.5,0.006250,3828.334,395.67,0
gaussian,matern,gray_m32_b32,gray,8192,256,32,32,10,8192,22.965,1.157,180.309,180.102,182.662,5546.0,5522.3,0.000000,3828.334,21.23,0
gaussian,sobolev,gray_m32_b32,gray,8192,256,32,32,10,10,22.965,1.157,3.897,3.872,4.096,256622.7,271287.6,0.004167,3832.644,983.54,0
gaussian,sobolev,gray_m32_b32,gray,8192,256,32,32,10,20,22.965,1.157,4.437,4.448,4.577,225386.0,230585.2,0.006250,3832.644,863.82,0
gaussian,sobolev,gray_m32_b32,gray,8192,256,32,32,10,40,22.965,1.157,5.440,5.440,5.697,183839.7,187728.1,0.004167,3832.644,704.59,0
gaussian,sobolev,gray_m32_b32,gray,8192,256,32,32,10,80,22.965,1.157,7.122,7.008,7.488,140419.0,145076.9,0.004167,3832.644,538.18,0
gaussian,sobolev,gray_m32_b32,gray,8192,256,32,32,10,160,22.965,1.157,9.830,9.825,10.272,101732.8,102849.1,0.004167,3832.644,389.91,0
gaussian,sobolev,gray_m32_b32,gray,8192,256,32,32,10,8192,22.965,1.157,180.292,180.038,181.222,5546.6,5605.5,0.002083,3832.644,21.26,0
gaussian,identity,gray_full,gray,8192,256,256,64,10,10,141.733,8.376,19.270,19.041,21.121,51894.2,56653.2,0.006250,3833.519,198.94,0
gaussian,identity,gray_full,gray,8192,256,256,64,10,20,141.733,8.376,19.451,19.489,20.192,51412.1,52830.0,0.008333,3833.519,197.09,0
gaussian,identity,gray_full,gray,8192,256,256,64,10,40,141.733,8.376,22.721,22.592,23.425,44012.7,46172.2,0.012500,3833.519,168.72,0
gaussian,identity,gray_full,gray,8192,256,256,64,10,80,141.733,8.376,28.946,28.929,30.753,34547.5,35704.6,0.016667,3833.519,132.44,0
gaussian,identity,gray_full,gray,8192,256,256,64,10,160,141.733,8.376,42.266,42.337,45.441,23659.6,24796.7,0.027083,3833.519,90.70,0
gaussian,identity,gray_full,gray,8192,256,256,64,10,8192,141.733,8.376,884.733,883.741,916.606,1130.3,1117.4,1.000000,3833.519,4.33,0
gaussian,matern,gray_full,gray,8192,256,256,64,10,10,141.733,8.376,18.737,18.656,19.457,53371.4,55557.9,0.004167,3828.334,204.32,0
gaussian,matern,gray_full,gray,8192,256,256,64,10,20,141.733,8.376,19.510,19.552,20.416,51255.8,52735.3,0.004167,3828.334,196.22,0
gaussian,matern,gray_full,gray,8192,256,256,64,10,40,141.733,8.376,22.695,22.656,23.425,44061.8,45282.9,0.006250,3828.334,168.68,0
gaussian,matern,gray_full,gray,8192,256,256,64,10,80,141.733,8.376,29.240,28.769,30.817,34200.2,35352.9,0.010417,3828.334,130.93,0
gaussian,matern,gray_full,gray,8192,256,256,64,10,160,141.733,8.376,41.410,41.186,44.225,24148.7,24647.5,0.022917,3828.334,92.45,0
gaussian,matern,gray_full,gray,8192,256,256,64,10,8192,141.733,8.376,892.370,899.581,912.350,1120.6,1121.5,1.000000,3828.334,4.29,0
gaussian,sobolev,gray_full,gray,8192,256,256,64,10,10,141.733,8.376,19.139,19.041,19.777,52248.5,55395.7,0.002083,3832.644,200.25,0
gaussian,sobolev,gray_full,gray,8192,256,256,64,10,20,141.733,8.376,19.807,19.681,20.609,50486.4,51906.8,0.002083,3832.644,193.50,0
gaussian,sobolev,gray_full,gray,8192,256,256,64,10,40,141.733,8.376,23.852,23.713,25.793,41925.0,42952.7,0.006250,3832.644,160.68,0
gaussian,sobolev,gray_full,gray,8192,256,256,64,10,80,141.733,8.376,31.257,31.169,33.505,31992.8,33362.6,0.014583,3832.644,122.62,0
gaussian,sobolev,gray_full,gray,8192,256,256,64,10,160,141.733,8.376,45.323,44.865,49.089,22063.9,22450.0,0.027083,3832.644,84.56,0
gaussian,sobolev,gray_full,gray,8192,256,256,64,10,8192,141.733,8.376,983.892,979.393,1048.899,1016.4,1072.5,1.000000,3832.644,3.90,0
gaussian,identity,hamming_m32_b64,hamming,8192,256,32,64,10,10,39.293,1.188,61.150,61.442,70.562,16353.2,17053.8,0.006250,3833.519,62.69,0
gaussian,identity,hamming_m32_b64,hamming,8192,256,32,64,10,20,39.293,1.188,58.719,57.602,69.122,17030.2,17563.0,0.004167,3833.519,65.29,0
gaussian,identity,hamming_m32_b64,hamming,8192,256,32,64,10,40,39.293,1.188,61.987,60.802,74.274,16132.5,16738.5,0.010417,3833.519,61.84,0
gaussian,identity,hamming_m32_b64,hamming,8192,256,32,64,10,80,39.293,1.188,66.983,65.346,81.987,14929.2,16324.4,0.016667,3833.519,57.23,0
gaussian,identity,hamming_m32_b64,hamming,8192,256,32,64,10,160,39.293,1.188,73.860,73.474,79.619,13539.0,15051.7,0.020833,3833.519,51.90,0
gaussian,identity,hamming_m32_b64,hamming,8192,256,32,64,10,8192,39.293,1.188,181.361,180.486,188.134,5513.9,5497.5,0.020833,3833.519,21.14,0
gaussian,matern,hamming_m32_b64,hamming,8192,256,32,64,10,10,39.293,1.188,58.173,58.914,66.658,17190.0,17174.3,0.000000,3828.334,65.81,0
gaussian,matern,hamming_m32_b64,hamming,8192,256,32,64,10,20,39.293,1.188,56.631,55.265,66.882,17658.3,17635.3,0.000000,3828.334,67.60,0
gaussian,matern,hamming_m32_b64,hamming,8192,256,32,64,10,40,39.293,1.188,59.282,57.730,72.226,16868.5,16929.3,0.000000,3828.334,64.58,0
gaussian,matern,hamming_m32_b64,hamming,8192,256,32,64,10,80,39.293,1.188,63.923,61.250,78.435,15643.9,16442.0,0.002083,3828.334,59.89,0
gaussian,matern,hamming_m32_b64,hamming,8192,256,32,64,10,160,39.293,1.188,72.713,71.363,77.794,13752.7,15176.6,0.000000,3828.334,52.65,0
gaussian,matern,hamming_m32_b64,hamming,8192,256,32,64,10,8192,39.293,1.188,181.657,181.446,182.758,5504.9,5541.2,0.000000,3828.334,21.07,0
gaussian,sobolev,hamming_m32_b64,hamming,8192,256,32,64,10,10,39.293,1.188,58.275,58.850,66.562,17159.9,17200.7,0.000000,3832.644,65.77,0
gaussian,sobolev,hamming_m32_b64,hamming,8192,256,32,64,10,20,39.293,1.188,56.906,55.714,67.842,17572.9,17661.0,0.000000,3832.644,67.35,0
gaussian,sobolev,hamming_m32_b64,hamming,8192,256,32,64,10,40,39.293,1.188,59.853,58.210,72.354,16707.5,16900.3,0.002083,3832.644,64.03,0
gaussian,sobolev,hamming_m32_b64,hamming,8192,256,32,64,10,80,39.293,1.188,64.037,62.083,78.850,15616.0,16364.3,0.002083,3832.644,59.85,0
gaussian,sobolev,hamming_m32_b64,hamming,8192,256,32,64,10,160,39.293,1.188,71.686,72.002,77.731,13949.8,15157.6,0.002083,3832.644,53.46,0
gaussian,sobolev,hamming_m32_b64,hamming,8192,256,32,64,10,8192,39.293,1.188,181.275,180.614,186.246,5516.5,5542.1,0.002083,3832.644,21.14,0
gaussian,identity,posterior_m32_b64,posterior,8192,256,32,64,10,10,39.153,1.188,113.644,113.604,119.012,8799.4,8905.4,0.012500,3833.519,33.73,0
gaussian,identity,posterior_m32_b64,posterior,8192,256,32,64,10,20,39.153,1.188,114.515,114.244,119.588,8732.5,8845.2,0.020833,3833.519,33.48,0
gaussian,identity,posterior_m32_b64,posterior,8192,256,32,64,10,40,39.153,1.188,117.205,117.476,121.892,8532.1,8667.9,0.027083,3833.519,32.71,0
gaussian,identity,posterior_m32_b64,posterior,8192,256,32,64,10,80,39.153,1.188,121.076,120.676,125.924,8259.3,8538.1,0.027083,3833.519,31.66,0
gaussian,identity,posterior_m32_b64,posterior,8192,256,32,64,10,160,39.153,1.188,127.984,127.524,132.965,7813.5,8062.0,0.031250,3833.519,29.95,0
gaussian,identity,posterior_m32_b64,posterior,8192,256,32,64,10,8192,39.153,1.188,181.443,181.062,182.662,5511.4,5508.0,0.020833,3833.519,21.13,0
gaussian,matern,posterior_m32_b64,posterior,8192,256,32,64,10,10,39.153,1.188,112.391,112.515,117.027,8897.5,8899.9,0.002083,3828.334,34.06,0
gaussian,matern,posterior_m32_b64,posterior,8192,256,32,64,10,20,39.153,1.188,113.496,114.532,118.436,8810.8,8825.2,0.000000,3828.334,33.73,0
gaussian,matern,posterior_m32_b64,posterior,8192,256,32,64,10,40,39.153,1.188,115.497,115.843,120.292,8658.2,8698.2,0.000000,3828.334,33.15,0
gaussian,matern,posterior_m32_b64,posterior,8192,256,32,64,10,80,39.153,1.188,119.807,120.580,124.740,8346.7,8516.2,0.000000,3828.334,31.95,0
gaussian,matern,posterior_m32_b64,posterior,8192,256,32,64,10,160,39.153,1.188,126.036,125.604,131.332,7934.2,8150.1,0.000000,3828.334,30.37,0
gaussian,matern,posterior_m32_b64,posterior,8192,256,32,64,10,8192,39.153,1.188,182.190,182.022,183.142,5488.8,5494.6,0.000000,3828.334,21.01,0
