dataset,weight,config,search,N,D,Mcoef,nbits,k,ef,build_ms,memory_mb,avg_us,p50_us,p95_us,qps,batch_qps,recall_at_k,exact_avg_us,speedup_vs_exact,fftw
clustered,sobolev,gray_full,gray,4096,64,64,64,10,80,1.605,1.078,5.348,5.376,5.920,186979.2,949639.4,0.393750,459.417,85.90,1
clustered,sobolev,gray_full,gray,4096,64,64,64,10,160,1.605,1.078,12.121,8.609,9.153,82504.8,627721.8,0.650000,459.417,37.90,1
clustered,sobolev,gray_full,gray,4096,64,64,64,10,4096,1.605,1.078,38.457,37.794,40.353,26002.7,37520.6,1.000000,459.417,11.95,1
clustered,identity,hamming_m32_b64,hamming,4096,64,32,64,10,10,1.514,0.578,29.864,28.897,33.441,33485.0,165365.3,0.090625,458.557,15.35,1
clustered,identity,hamming_m32_b64,hamming,4096,64,32,64,10,20,1.514,0.578,29.006,29.089,34.114,34475.5,169830.6,0.150000,458.557,15.81,1
clustered,identity,hamming_m32_b64,hamming,4096,64,32,64,10,40,1.514,0.578,30.100,29.953,34.690,33222.4,159077.4,0.221875,458.557,15.23,1
clustered,identity,hamming_m32_b64,hamming,4096,64,32,64,10,80,1.514,0.578,31.598,31.073,36.002,31647.4,159052.0,0.321875,458.557,14.51,1
clustered,identity,hamming_m32_b64,hamming,4096,64,32,64,10,160,1.514,0.578,33.928,33.441,38.530,29473.9,149136.9,0.406250,458.557,13.52,1
clustered,identity,hamming_m32_b64,hamming,4096,64,32,64,10,4096,1.514,0.578,30.062,29.633,32.065,33264.4,76890.5,0.459375,458.557,15.25,1
clustered,matern,hamming_m32_b64,hamming,4096,64,32,64,10,10,1.514,0.578,29.065,29.185,34.274,34405.5,165173.2,0.084375,454.532,15.64,1
clustered,matern,hamming_m32_b64,hamming,4096,64,32,64,10,20,1.514,0.578,28.948,29.569,34.913,34544.6,170119.6,0.115625,454.532,15.70,1
clustered,matern,hamming_m32_b64,hamming,4096,64,32,64,10,40,1.514,0.578,140.190,33.793,64.834,7133.2,158976.2,0.140625,454.532,3.24,1
clustered,matern,hamming_m32_b64,hamming,4096,64,32,64,10,80,1.514,0.578,35.248,31.650,36.673,28370.1,158071.5,0.178125,454.532,12.90,1
clustered,matern,hamming_m32_b64,hamming,4096,64,32,64,10,160,1.514,0.578,36.356,34.306,41.185,27505.5,138864.2,0.209375,454.532,12.50,1
clustered,matern,hamming_m32_b64,hamming,4096,64,32,64,10,4096,1.514,0.578,30.454,29.153,32.129,32836.2,81890.2,0.196875,454.532,14.93,1
clustered,sobolev,hamming_m32_b64,hamming,4096,64,32,64,10,10,1.514,0.578,28.849,28.897,34.721,34663.1,165694.1,0.084375,459.417,15.92,1
clustered,sobolev,hamming_m32_b64,hamming,4096,64,32,64,10,20,1.514,0.578,29.188,29.121,34.785,34260.5,170438.5,0.137500,459.417,15.74,1
clustered,sobolev,hamming_m32_b64,hamming,4096,64,32,64,10,40,1.514,0.578,30.286,29.985,34.593,33018.4,159687.0,0.171875,459.417,15.17,1
clustered,sobolev,hamming_m32_b64,hamming,4096,64,32,64,10,80,1.514,0.578,31.899,31.714,36.193,31348.7,158977.0,0.221875,459.417,14.40,1
clustered,sobolev,hamming_m32_b64,hamming,4096,64,32,64,10,160,1.514,0.578,34.151,33.313,38.273,29281.5,149315.0,0.278125,459.417,13.45,1
clustered,sobolev,hamming_m32_b64,hamming,4096,64,32,64,10,4096,1.514,0.578,29.328,29.186,31.873,34096.9,78855.0,0.287500,459.417,15.66,1
clustered,identity,posterior_m32_b64,posterior,4096,64,32,64,10,10,1.518,0.578,53.156,53.538,55.330,18812.5,77824.0,0.093750,458.557,8.63,1
clustered,identity,posterior_m32_b64,posterior,4096,64,32,64,10,20,1.518,0.578,54.489,53.794,57.122,18352.3,78539.4,0.153125,458.557,8.42,1
clustered,identity,posterior_m32_b64,posterior,4096,64,32,64,10,40,1.518,0.578,58.493,54.754,57.474,17096.0,77306.6,0.231250,458.557,7.84,1
clustered,identity,posterior_m32_b64,posterior,4096,64,32,64,10,80,1.518,0.578,56.397,55.682,59.202,17731.4,75066.6,0.331250,458.557,8.13,1
clustered,identity,posterior_m32_b64,posterior,4096,64,32,64,10,160,1.518,0.578,58.790,58.082,62.947,17009.6,73515.9,0.418750,458.557,7.80,1
clustered,identity,posterior_m32_b64,posterior,4096,64,32,64,10,4096,1.518,0.578,99.533,29.697,33.409,10046.9,76754.8,0.459375,458.557,4.61,1
clustered,matern,posterior_m32_b64,posterior,4096,64,32,64,10,10,1.518,0.578,56.562,52.866,55.778,17679.7,77775.6,0.087500,454.532,8.04,1
clustered,matern,posterior_m32_b64,posterior,4096,64,32,64,10,20,1.518,0.578,53.562,53.602,56.162,18669.9,78232.1,0.112500,454.532,8.49,1
clustered,matern,posterior_m32_b64,posterior,4096,64,32,64,10,40,1.518,0.578,55.250,54.274,57.859,18099.5,77360.5,0.134375,454.532,8.23,1
clustered,matern,posterior_m32_b64,posterior,4096,64,32,64,10,80,1.518,0.578,55.622,55.682,57.763,17978.4,75315.4,0.171875,454.532,8.17,1
clustered,matern,posterior_m32_b64,posterior,4096,64,32,64,10,160,1.518,0.578,58.207,58.050,60.195,17180.0,72476.7,0.200000,454.532,7.81,1
clustered,matern,posterior_m32_b64,posterior,4096,64,32,64,10,4096,1.518,0.578,29.815,28.705,32.097,33540.0,81876.8,0.196875,454.532,15.24,1
clustered,sobolev,posterior_m32_b64,posterior,4096,64,32,64,10,10,1.518,0.578,53.229,53.410,55.874,18786.7,73683.7,0.090625,459.417,8.63,1
clustered,sobolev,posterior_m32_b64,posterior,4096,64,32,64,10,20,1.518,0.578,54.020,53.986,56.802,18511.6,76837.4,0.156250,459.417,8.50,1
clustered,sobolev,posterior_m32_b64,posterior,4096,64,32,64,10,40,1.518,0.578,54.939,54.946,57.410,18202.0,76181.8,0.178125,459.417,8.36,1
clustered,sobolev,posterior_m32_b64,posterior,4096,64,32,64,10,80,1.518,0.578,55.738,55.811,57.891,17941.0,76031.2,0.240625,459.417,8.24,1
clustered,sobolev,posterior_m32_b64,posterior,4096,64,32,64,10,160,1.518,0.578,58.089,58.434,60.194,17214.9,73645.7,0.271875,459.417,7.91,1
clustered,sobolev,posterior_m32_b64,posterior,4096,64,32,64,10,4096,1.518,0.578,29.228,29.473,31.041,34213.6,78911.0,0.287500,459.417,15.72,1
clustered,identity,hamming_full,hamming,4096,64,64,64,10,10,3.502,1.078,29.564,29.857,35.074,33824.7,164277.8,0.090625,458.557,15.51,1
clustered,identity,hamming_full,hamming,4096,64,64,64,10,20,3.502,1.078,28.956,28.801,34.177,34535.0,169255.8,0.156250,458.557,15.84,1
