dataset,weight,config,search,N,D,Mcoef,nbits,k,ef,build_ms,memory_mb,avg_us,p50_us,p95_us,qps,batch_qps,recall_at_k,exact_avg_us,speedup_vs_exact,fftw
gaussian,sobolev,gray_full,gray,8192,256,256,64,10,160,10.916,8.376,25.918,25.697,28.545,38583.7,187258.6,0.027083,3850.789,148.58,1
gaussian,sobolev,gray_full,gray,8192,256,256,64,10,8192,10.916,8.376,282.134,267.274,326.252,3544.4,3137.2,1.000000,3850.789,13.65,1
gaussian,identity,hamming_m32_b64,hamming,8192,256,32,64,10,10,5.753,1.188,49.714,49.602,57.826,20115.1,103238.0,0.006250,3856.799,77.58,1
gaussian,identity,hamming_m32_b64,hamming,8192,256,32,64,10,20,5.753,1.188,48.313,47.138,60.547,20698.3,94741.3,0.004167,3856.799,79.83,1
gaussian,identity,hamming_m32_b64,hamming,8192,256,32,64,10,40,5.753,1.188,51.082,49.954,64.738,19576.4,16757.1,0.010417,3856.799,75.50,1
gaussian,identity,hamming_m32_b64,hamming,8192,256,32,64,10,80,5.753,1.188,55.404,52.674,70.883,18049.2,97690.6,0.016667,3856.799,69.61,1
gaussian,identity,hamming_m32_b64,hamming,8192,256,32,64,10,160,5.753,1.188,72.241,59.426,68.226,13842.5,63278.0,0.020833,3856.799,53.39,1
gaussian,identity,hamming_m32_b64,hamming,8192,256,32,64,10,8192,5.753,1.188,45.282,44.898,46.658,22084.0,32009.0,0.020833,3856.799,85.17,1
gaussian,matern,hamming_m32_b64,hamming,8192,256,32,64,10,10,5.753,1.188,49.198,49.314,58.818,20326.1,93239.5,0.000000,3852.503,78.31,1
gaussian,matern,hamming_m32_b64,hamming,8192,256,32,64,10,20,5.753,1.188,48.032,47.842,58.978,20819.5,108166.3,0.000000,3852.503,80.21,1
gaussian,matern,hamming_m32_b64,hamming,8192,256,32,64,10,40,5.753,1.188,50.557,49.410,63.331,19779.8,100951.9,0.000000,3852.503,76.20,1
gaussian,matern,hamming_m32_b64,hamming,8192,256,32,64,10,80,5.753,1.188,52.937,50.338,68.515,18890.2,98980.1,0.002083,3852.503,72.77,1
gaussian,matern,hamming_m32_b64,hamming,8192,256,32,64,10,160,5.753,1.188,60.081,58.178,72.067,16644.2,19012.1,0.000000,3852.503,64.12,1
gaussian,matern,hamming_m32_b64,hamming,8192,256,32,64,10,8192,5.753,1.188,44.190,44.034,46.145,22629.4,32460.0,0.000000,3852.503,87.18,1
gaussian,sobolev,hamming_m32_b64,hamming,8192,256,32,64,10,10,5.753,1.188,49.001,49.922,57.474,20407.7,103694.6,0.000000,3850.789,78.59,1
gaussian,sobolev,hamming_m32_b64,hamming,8192,256,32,64,10,20,5.753,1.188,47.464,46.338,58.914,21068.7,104795.7,0.000000,3850.789,81.13,1
gaussian,sobolev,hamming_m32_b64,hamming,8192,256,32,64,10,40,5.753,1.188,54.639,50.050,65.251,18302.0,101012.9,0.002083,3850.789,70.48,1
gaussian,sobolev,hamming_m32_b64,hamming,8192,256,32,64,10,80,5.753,1.188,53.135,50.914,68.035,18820.1,98999.5,0.002083,3850.789,72.47,1
gaussian,sobolev,hamming_m32_b64,hamming,8192,256,32,64,10,160,5.753,1.188,58.246,58.146,64.099,17168.5,91902.6,0.002083,3850.789,66.11,1
gaussian,sobolev,hamming_m32_b64,hamming,8192,256,32,64,10,8192,5.753,1.188,45.265,44.769,46.242,22092.1,29703.6,0.002083,3850.789,85.07,1
gaussian,identity,posterior_m32_b64,posterior,8192,256,32,64,10,10,7.517,1.188,75.484,75.011,80.899,13247.9,50448.8,0.012500,3856.799,51.09,1
gaussian,identity,posterior_m32_b64,posterior,8192,256,32,64,10,20,7.517,1.188,76.906,76.451,83.075,13003.0,50937.0,0.020833,3856.799,50.15,1
gaussian,identity,posterior_m32_b64,posterior,8192,256,32,64,10,40,7.517,1.188,79.018,78.691,84.195,12655.4,42740.7,0.027083,3856.799,48.81,1
gaussian,identity,posterior_m32_b64,posterior,8192,256,32,64,10,80,7.517,1.188,82.607,82.531,87.843,12105.5,48850.1,0.027083,3856.799,46.69,1
gaussian,identity,posterior_m32_b64,posterior,8192,256,32,64,10,160,7.517,1.188,88.766,88.323,93.219,11265.6,16534.1,0.031250,3856.799,43.45,1
gaussian,identity,posterior_m32_b64,posterior,8192,256,32,64,10,8192,7.517,1.188,44.454,44.386,46.050,22495.3,32526.1,0.020833,3856.799,86.76,1
gaussian,matern,posterior_m32_b64,posterior,8192,256,32,64,10,10,7.517,1.188,73.956,73.443,78.755,13521.5,46609.5,0.002083,3852.503,52.09,1
gaussian,matern,posterior_m32_b64,posterior,8192,256,32,64,10,20,7.517,1.188,75.423,76.451,80.451,13258.6,50492.9,0.000000,3852.503,51.08,1
gaussian,matern,posterior_m32_b64,posterior,8192,256,32,64,10,40,7.517,1.188,77.025,77.187,82.755,12982.8,49632.5,0.000000,3852.503,50.02,1
gaussian,matern,posterior_m32_b64,posterior,8192,256,32,64,10,80,7.517,1.188,79.968,80.419,86.436,12505.0,47697.5,0.000000,3852.503,48.18,1
gaussian,matern,posterior_m32_b64,posterior,8192,256,32,64,10,160,7.517,1.188,125.583,86.531,93.508,7962.8,45748.1,0.000000,3852.503,30.68,1
gaussian,matern,posterior_m32_b64,posterior,8192,256,32,64,10,8192,7.517,1.188,44.499,44.577,46.402,22472.4,32632.3,0.000000,3852.503,86.57,1
gaussian,sobolev,posterior_m32_b64,posterior,8192,256,32,64,10,10,7.517,1.188,79.748,74.851,80.707,12539.4,50448.8,0.002083,3850.789,48.29,1
gaussian,sobolev,posterior_m32_b64,posterior,8192,256,32,64,10,20,7.517,1.188,75.885,76.835,80.419,13177.9,50931.8,0.002083,3850.789,50.75,1
gaussian,sobolev,posterior_m32_b64,posterior,8192,256,32,64,10,40,7.517,1.188,78.272,78.499,83.363,12776.0,49958.2,0.004167,3850.789,49.20,1
gaussian,sobolev,posterior_m32_b64,posterior,8192,256,32,64,10,80,7.517,1.188,81.635,82.531,87.427,12249.6,49112.4,0.004167,3850.789,47.17,1
gaussian,sobolev,posterior_m32_b64,posterior,8192,256,32,64,10,160,7.517,1.188,124.501,86.787,94.691,8032.0,47095.4,0.008333,3850.789,30.93,1
gaussian,sobolev,posterior_m32_b64,posterior,8192,256,32,64,10,8192,7.517,1.188,44.790,44.450,46.209,22326.6,32335.4,0.002083,3850.789,85.97,1
gaussian,identity,hamming_full,hamming,8192,256,256,64,10,10,8.862,8.376,54.239,53.922,62.178,18437.0,100924.7,0.006250,3856.799,71.11,1
gaussian,identity,hamming_full,hamming,8192,256,256,64,10,20,8.862,8.376,53.373,52.226,64.066,18736.2,102567.2,0.008333,3856.799,72.26,1
gaussian,identity,hamming_full,hamming,8192,256,256,64,10,40,8.862,8.376,62.406,61.315,76.675,16024.0,92060.5,0.022917,3856.799,61.80,1
gaussian,identity,hamming_full,hamming,8192,256,256,64,10,80,8.862,8.376,135.705,76.002,99.108,7368.9,73587.9,0.056250,3856.799,28.42,1
gaussian,identity,hamming_full,hamming,8192,256,256,64,10,160,8.862,8.376,104.156,103.715,115.301,9601.0,51707.9,0.095833,3856.799,37.03,1
gaussian,identity,hamming_full,hamming,8192,256,256,64,10,8192,8.862,8.376,266.401,262.954,283.338,3753.7,3460.8,1.000000,3856.799,14.48,1
gaussian,matern,hamming_full,hamming,8192,256,256,64,10,10,8.862,8.376,54.128,53.730,63.106,18474.7,100965.5,0.000000,3852.503,71.17,1
gaussian,matern,hamming_full,hamming,8192,256,256,64,10,20,8.862,8.376,53.111,51.330,63.618,18828.6,101190.3,0.000000,3852.503,72.54,1
gaussian,matern,hamming_full,hamming,8192,256,256,64,10,40,8.862,8.376,60.462,57.826,73.058,16539.4,91852.0,0.000000,3852.503,63.72,1
gaussian,matern,hamming_full,hamming,8192,256,256,64,10,80,8.862,8.376,140.096,75.939,226.409,7138.0,73418.6,0.006250,3852.503,27.50,1
gaussian,matern,hamming_full,hamming,8192,256,256,64,10,160,8.862,8.376,106.165,106.244,114.884,9419.3,51683.0,0.016667,3852.503,36.29,1
gaussian,matern,hamming_full,hamming,8192,256,256,64,10,8192,8.862,8.376,294.934,275.435,327.085,3390.6,3964.3,1.000000,3852.503,13.06,1
gaussian,sobolev,hamming_full,hamming,8192,256,256,64,10,10,8.862,8.376,53.674,53.026,63.298,18631.0,101094.8,0.000000,3850.789,71.74,1
gaussian,sobolev,hamming_full,hamming,8192,256,256,64,10,20,8.862,8.376,55.045,52.930,64.066,18166.8,103752.2,0.000000,3850.789,69.96,1
gaussian,sobolev,hamming_full,hamming,8192,256,256,64,10,40,8.862,8.376,60.230,58.498,73.475,16603.1,92623.3,0.006250,3850.789,63.94,1
gaussian,sobolev,hamming_full,hamming,8192,256,256,64,10,80,8.862,8.376,123.980,74.915,94.147,8065.8,73779.8,0.018750,3850.789,31.06,1
gaussian,sobolev,hamming_full,hamming,8192,256,256,64,10,160,8.862,8.376,107.663,104.612,115.941,9288.3,50843.8,0.041667,3850.789,35.77,1
gaussian,sobolev,hamming_full,hamming,8192,256,256,64,10,8192,8.862,8.376,272.602,266.762,295.755,3668.4,3876.1,1.000000,3850.789,14.13,1
gaussian,identity,posterior_full,posterior,8192,256,256,64,10,10,8.739,8.376,78.824,78.019,84.259,12686.5,50348.8,0.012500,3856.799,48.93,1
gaussian,identity,posterior_full,posterior,8192,256,256,64,10,20,8.739,8.376,149.336,82.915,157.542,6696.3,49652.2,0.031250,3856.799,25.83,1
gaussian,identity,posterior_full,posterior,8192,256,256,64,10,40,8.739,8.376,88.627,88.867,95.555,11283.3,26866.3,0.047917,3856.799,43.52,1
gaussian,identity,posterior_full,posterior,8192,256,256,64,10,80,8.739,8.376,145.240,109.860,132.197,6885.2,38409.8,0.102083,3856.799,26.55,1
gaussian,identity,posterior_full,posterior,8192,256,256,64,10,160,8.739,8.376,136.747,137.893,142.981,7312.8,12860.5,0.156250,3856.799,28.20,1
gaussian,identity,posterior_full,posterior,8192,256,256,64,10,8192,8.739,8.376,278.694,267.531,353.102,3588.2,3856.8,1.000000,3856.799,13.84,1
gaussian,matern,posterior_full,posterior,8192,256,256,64,10,10,8.739,8.376,78.729,78.179,81.828,12701.8,50239.2,0.002083,3852.503,48.93,1
gaussian,matern,posterior_full,posterior,8192,256,256,64,10,20,8.739,8.376,79.534,79.747,85.027,12573.3,50044.8,0.002083,3852.503,48.44,1
