dataset,weight,config,search,N,D,Mcoef,nbits,k,ef,build_ms,memory_mb,avg_us,p50_us,p95_us,qps,batch_qps,recall_at_k,exact_avg_us,speedup_vs_exact,fftw
clustered,matern,gray_m32_b32,gray,8192,256,32,32,10,80,5.037,1.157,7.559,6.817,7.392,132293.4,569023.8,0.077083,3875.716,512.73,1
clustered,matern,gray_m32_b32,gray,8192,256,32,32,10,160,5.037,1.157,10.361,9.217,13.121,96515.4,414461.2,0.102083,3875.716,374.07,1
clustered,matern,gray_m32_b32,gray,8192,256,32,32,10,8192,5.037,1.157,47.062,46.498,48.962,21248.3,45177.6,0.125000,3875.716,82.35,1
clustered,sobolev,gray_m32_b32,gray,8192,256,32,32,10,10,5.037,1.157,4.064,4.000,4.448,246052.9,1450633.1,0.037500,3879.725,954.62,1
clustered,sobolev,gray_m32_b32,gray,8192,256,32,32,10,20,5.037,1.157,4.785,4.544,4.736,208993.7,965833.6,0.050000,3879.725,810.84,1
clustered,sobolev,gray_m32_b32,gray,8192,256,32,32,10,40,5.037,1.157,5.848,5.408,5.888,171011.4,819644.1,0.056250,3879.725,663.48,1
clustered,sobolev,gray_m32_b32,gray,8192,256,32,32,10,80,5.037,1.157,7.184,6.784,7.296,139205.5,695702.6,0.083333,3879.725,540.08,1
clustered,sobolev,gray_m32_b32,gray,8192,256,32,32,10,160,5.037,1.157,9.573,9.088,10.144,104460.0,555948.1,0.102083,3879.725,405.28,1
clustered,sobolev,gray_m32_b32,gray,8192,256,32,32,10,8192,5.037,1.157,50.368,47.106,50.274,19853.9,42269.7,0.135417,3879.725,77.03,1
clustered,identity,gray_full,gray,8192,256,256,64,10,10,9.035,8.376,5.721,5.632,7.136,174797.8,1141498.2,0.058333,3878.607,677.97,1
clustered,identity,gray_full,gray,8192,256,256,64,10,20,9.035,8.376,6.344,6.401,7.104,157623.0,980352.1,0.097917,3878.607,611.36,1
clustered,identity,gray_full,gray,8192,256,256,64,10,40,9.035,8.376,9.487,9.408,10.913,105406.9,681489.1,0.143750,3878.607,408.83,1
clustered,identity,gray_full,gray,8192,256,256,64,10,80,9.035,8.376,15.611,15.233,19.297,64056.2,395240.6,0.245833,3878.607,248.45,1
clustered,identity,gray_full,gray,8192,256,256,64,10,160,9.035,8.376,25.640,25.121,30.337,39001.1,182563.0,0.395833,3878.607,151.27,1
clustered,identity,gray_full,gray,8192,256,256,64,10,8192,9.035,8.376,344.061,277.962,357.358,2906.5,3868.0,1.000000,3878.607,11.27,1
clustered,matern,gray_full,gray,8192,256,256,64,10,10,9.035,8.376,5.370,5.376,6.305,186212.5,1197067.2,0.043750,3875.716,721.71,1
clustered,matern,gray_full,gray,8192,256,256,64,10,20,9.035,8.376,6.186,6.208,6.817,161648.8,992022.5,0.079167,3875.716,626.50,1
clustered,matern,gray_full,gray,8192,256,256,64,10,40,9.035,8.376,9.398,9.248,10.720,106409.2,678100.2,0.116667,3875.716,412.41,1
clustered,matern,gray_full,gray,8192,256,256,64,10,80,9.035,8.376,15.499,15.393,17.633,64521.9,303263.9,0.212500,3875.716,250.07,1
clustered,matern,gray_full,gray,8192,256,256,64,10,160,9.035,8.376,25.886,25.057,30.433,38631.4,188648.1,0.339583,3875.716,149.72,1
